brandName,providerName,locationName,line1,postCode,"Publication Date",serviceName,"Key Question","Latest Rating"
-,"Dr George & Partner","Dr George & Partner","Central Surgery","SS2 6JH",2017-01-05,Overall,Well-led,Inadequate
-,"Dr George & Partner","Dr George & Partner","Central Surgery","SS2 6JH",2017-01-05,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr George & Partner","Dr George & Partner","Central Surgery","SS2 6JH",2017-01-05,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr George & Partner","Dr George & Partner","Central Surgery","SS2 6JH",2017-01-05,"People with long term conditions",Overall,Inadequate
-,"Dr George & Partner","Dr George & Partner","Central Surgery","SS2 6JH",2017-01-05,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Haider Al-Hasani","Dr Haider Al-Hasani","9 Lynwood Road","W5 1JQ",2016-11-24,"Families, children and young people",Overall,Inadequate
-,"Dr Haider Al-Hasani","Dr Haider Al-Hasani","9 Lynwood Road","W5 1JQ",2016-11-24,"Older people",Overall,Inadequate
-,"Dr Haider Al-Hasani","Dr Haider Al-Hasani","9 Lynwood Road","W5 1JQ",2016-11-24,Overall,Effective,Inadequate
-,"Dr Haider Al-Hasani","Dr Haider Al-Hasani","9 Lynwood Road","W5 1JQ",2016-11-24,Overall,Overall,Inadequate
-,"Dr Haider Al-Hasani","Dr Haider Al-Hasani","9 Lynwood Road","W5 1JQ",2016-11-24,Overall,Responsive,Inadequate
-,"Dr Haider Al-Hasani","Dr Haider Al-Hasani","9 Lynwood Road","W5 1JQ",2016-11-24,Overall,Safe,Inadequate
-,"Dr Haider Al-Hasani","Dr Haider Al-Hasani","9 Lynwood Road","W5 1JQ",2016-11-24,Overall,Well-led,Inadequate
-,"Dr Haider Al-Hasani","Dr Haider Al-Hasani","9 Lynwood Road","W5 1JQ",2016-11-24,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr Haider Al-Hasani","Dr Haider Al-Hasani","9 Lynwood Road","W5 1JQ",2016-11-24,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr Haider Al-Hasani","Dr Haider Al-Hasani","9 Lynwood Road","W5 1JQ",2016-11-24,"People with long term conditions",Overall,Inadequate
-,"Dr Haider Al-Hasani","Dr Haider Al-Hasani","9 Lynwood Road","W5 1JQ",2016-11-24,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Hamilton-Smith And Partners","Dr Hamilton-Smith And Partners","Chadwell Heath Health Centre, Ashton Gardens","RM6 6RT",2017-08-10,"Families, children and young people",Overall,Inadequate
-,"Dr Hamilton-Smith And Partners","Dr Hamilton-Smith And Partners","Chadwell Heath Health Centre, Ashton Gardens","RM6 6RT",2017-08-10,"Older people",Overall,Inadequate
-,"Dr Hamilton-Smith And Partners","Dr Hamilton-Smith And Partners","Chadwell Heath Health Centre, Ashton Gardens","RM6 6RT",2017-08-10,Overall,Effective,Inadequate
-,"Dr Hamilton-Smith And Partners","Dr Hamilton-Smith And Partners","Chadwell Heath Health Centre, Ashton Gardens","RM6 6RT",2017-08-10,Overall,Overall,Inadequate
-,"Dr Hamilton-Smith And Partners","Dr Hamilton-Smith And Partners","Chadwell Heath Health Centre, Ashton Gardens","RM6 6RT",2017-08-10,Overall,Safe,Inadequate
-,"Dr Hamilton-Smith And Partners","Dr Hamilton-Smith And Partners","Chadwell Heath Health Centre, Ashton Gardens","RM6 6RT",2017-08-10,Overall,Well-led,Inadequate
-,"Dr Hamilton-Smith And Partners","Dr Hamilton-Smith And Partners","Chadwell Heath Health Centre, Ashton Gardens","RM6 6RT",2017-08-10,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr Hamilton-Smith And Partners","Dr Hamilton-Smith And Partners","Chadwell Heath Health Centre, Ashton Gardens","RM6 6RT",2017-08-10,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr Hamilton-Smith And Partners","Dr Hamilton-Smith And Partners","Chadwell Heath Health Centre, Ashton Gardens","RM6 6RT",2017-08-10,"People with long term conditions",Overall,Inadequate
-,"Dr Hamilton-Smith And Partners","Dr Hamilton-Smith And Partners","Chadwell Heath Health Centre, Ashton Gardens","RM6 6RT",2017-08-10,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Humaira Ramzan","Park Lane Practice","7-9 Park Lane","SN1 5HG",2017-06-29,"Families, children and young people",Overall,Inadequate
-,"Dr Humaira Ramzan","Park Lane Practice","7-9 Park Lane","SN1 5HG",2017-06-29,"Older people",Overall,Inadequate
-,"Dr Humaira Ramzan","Park Lane Practice","7-9 Park Lane","SN1 5HG",2017-06-29,Overall,Overall,Inadequate
-,"Dr Humaira Ramzan","Park Lane Practice","7-9 Park Lane","SN1 5HG",2017-06-29,Overall,Responsive,Inadequate
-,"Dr Humaira Ramzan","Park Lane Practice","7-9 Park Lane","SN1 5HG",2017-06-29,Overall,Well-led,Inadequate
-,"Dr Humaira Ramzan","Park Lane Practice","7-9 Park Lane","SN1 5HG",2017-06-29,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr Humaira Ramzan","Park Lane Practice","7-9 Park Lane","SN1 5HG",2017-06-29,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr Humaira Ramzan","Park Lane Practice","7-9 Park Lane","SN1 5HG",2017-06-29,"People with long term conditions",Overall,Inadequate
-,"Dr Humaira Ramzan","Park Lane Practice","7-9 Park Lane","SN1 5HG",2017-06-29,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Iftekhar Majeed","Dr Iftekhar Majeed","63 Rupert Street","B7 5DT",2017-12-14,"Families, children and young people",Overall,Inadequate
-,"Dr Iftekhar Majeed","Dr Iftekhar Majeed","63 Rupert Street","B7 5DT",2017-12-14,"Older people",Overall,Inadequate
-,"Dr Iftekhar Majeed","Dr Iftekhar Majeed","63 Rupert Street","B7 5DT",2017-12-14,Overall,Overall,Inadequate
-,"Dr Iftekhar Majeed","Dr Iftekhar Majeed","63 Rupert Street","B7 5DT",2017-12-14,Overall,Safe,Inadequate
-,"Dr Iftekhar Majeed","Dr Iftekhar Majeed","63 Rupert Street","B7 5DT",2017-12-14,Overall,Well-led,Inadequate
-,"Dr Iftekhar Majeed","Dr Iftekhar Majeed","63 Rupert Street","B7 5DT",2017-12-14,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr Iftekhar Majeed","Dr Iftekhar Majeed","63 Rupert Street","B7 5DT",2017-12-14,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr Iftekhar Majeed","Dr Iftekhar Majeed","63 Rupert Street","B7 5DT",2017-12-14,"People with long term conditions",Overall,Inadequate
-,"Dr Iftekhar Majeed","Dr Iftekhar Majeed","63 Rupert Street","B7 5DT",2017-12-14,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Ilyas Ahmad","Clifton House and Nook Group Practice","Clifton House, 1 Church Street","HD7 4AQ",2017-08-24,"Families, children and young people",Overall,Inadequate
-,"Dr Ilyas Ahmad","Clifton House and Nook Group Practice","Clifton House, 1 Church Street","HD7 4AQ",2017-08-24,"Older people",Overall,Inadequate
-,"Dr Ilyas Ahmad","Clifton House and Nook Group Practice","Clifton House, 1 Church Street","HD7 4AQ",2017-08-24,Overall,Effective,Inadequate
-,"Dr Ilyas Ahmad","Clifton House and Nook Group Practice","Clifton House, 1 Church Street","HD7 4AQ",2017-08-24,Overall,Overall,Inadequate
-,"Dr Ilyas Ahmad","Clifton House and Nook Group Practice","Clifton House, 1 Church Street","HD7 4AQ",2017-08-24,Overall,Safe,Inadequate
-,"Dr Ilyas Ahmad","Clifton House and Nook Group Practice","Clifton House, 1 Church Street","HD7 4AQ",2017-08-24,Overall,Well-led,Inadequate
-,"Dr Ilyas Ahmad","Clifton House and Nook Group Practice","Clifton House, 1 Church Street","HD7 4AQ",2017-08-24,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr Ilyas Ahmad","Clifton House and Nook Group Practice","Clifton House, 1 Church Street","HD7 4AQ",2017-08-24,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr Ilyas Ahmad","Clifton House and Nook Group Practice","Clifton House, 1 Church Street","HD7 4AQ",2017-08-24,"People with long term conditions",Overall,Inadequate
-,"Dr Ilyas Ahmad","Clifton House and Nook Group Practice","Clifton House, 1 Church Street","HD7 4AQ",2017-08-24,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Jayesh Bhatt","Dr Jayesh Bhatt","Park Medical Centre","SE16 2PE",2017-11-22,Overall,Well-led,Inadequate
-,"Dr KE Wilcox & Partners","Dr KE Wilcox & Partners","The Medical Centre","ME10 1ND",2017-07-14,"Families, children and young people",Overall,Inadequate
-,"Dr KE Wilcox & Partners","Dr KE Wilcox & Partners","The Medical Centre","ME10 1ND",2017-07-14,"Older people",Overall,Inadequate
-,"Dr KE Wilcox & Partners","Dr KE Wilcox & Partners","The Medical Centre","ME10 1ND",2017-07-14,Overall,Overall,Inadequate
-,"Dr KE Wilcox & Partners","Dr KE Wilcox & Partners","The Medical Centre","ME10 1ND",2017-07-14,Overall,Safe,Inadequate
-,"Dr KE Wilcox & Partners","Dr KE Wilcox & Partners","The Medical Centre","ME10 1ND",2017-07-14,Overall,Well-led,Inadequate
-,"Dr KE Wilcox & Partners","Dr KE Wilcox & Partners","The Medical Centre","ME10 1ND",2017-07-14,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr KE Wilcox & Partners","Dr KE Wilcox & Partners","The Medical Centre","ME10 1ND",2017-07-14,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr KE Wilcox & Partners","Dr KE Wilcox & Partners","The Medical Centre","ME10 1ND",2017-07-14,"People with long term conditions",Overall,Inadequate
-,"Dr KE Wilcox & Partners","Dr KE Wilcox & Partners","The Medical Centre","ME10 1ND",2017-07-14,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Kandiah Somasundara Rajah","Ascot Lodge Care Home For Autism & LD","17 Ascot Road","B13 9EN",2015-07-20,Overall,Well-led,Inadequate
-,"Dr Kandiah Somasundara Rajah","Ascot Villa Care Home For Autism & LD","13 Ascot Road","B13 9EN",2017-10-19,Overall,Overall,Inadequate
-,"Dr Kandiah Somasundara Rajah","Ascot Villa Care Home For Autism & LD","13 Ascot Road","B13 9EN",2017-10-19,Overall,Safe,Inadequate
-,"Dr Kandiah Somasundara Rajah","Ascot Villa Care Home For Autism & LD","13 Ascot Road","B13 9EN",2017-10-19,Overall,Well-led,Inadequate
-,"Dr Kodaganallur Subramanian","Dr Kodaganallur Subramanian","The Surgery","RM13 7UP",2017-04-13,"Families, children and young people",Overall,Inadequate
-,"Dr Kodaganallur Subramanian","Dr Kodaganallur Subramanian","The Surgery","RM13 7UP",2017-04-13,"Older people",Overall,Inadequate
-,"Dr Kodaganallur Subramanian","Dr Kodaganallur Subramanian","The Surgery","RM13 7UP",2017-04-13,Overall,Effective,Inadequate
-,"Dr Kodaganallur Subramanian","Dr Kodaganallur Subramanian","The Surgery","RM13 7UP",2017-04-13,Overall,Overall,Inadequate
-,"Dr Kodaganallur Subramanian","Dr Kodaganallur Subramanian","The Surgery","RM13 7UP",2017-04-13,Overall,Safe,Inadequate
-,"Dr Kodaganallur Subramanian","Dr Kodaganallur Subramanian","The Surgery","RM13 7UP",2017-04-13,Overall,Well-led,Inadequate
-,"Dr Kodaganallur Subramanian","Dr Kodaganallur Subramanian","The Surgery","RM13 7UP",2017-04-13,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr Kodaganallur Subramanian","Dr Kodaganallur Subramanian","The Surgery","RM13 7UP",2017-04-13,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr Kodaganallur Subramanian","Dr Kodaganallur Subramanian","The Surgery","RM13 7UP",2017-04-13,"People with long term conditions",Overall,Inadequate
-,"Dr Kodaganallur Subramanian","Dr Kodaganallur Subramanian","The Surgery","RM13 7UP",2017-04-13,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Mahbub's Surgery","Dr Mahbub's Surgery","Brace Street Health Centre","WS1 3PS",2017-08-07,Overall,Effective,Inadequate
-,"Dr Manickam Murugan","Dr Manickam Murugan","Hednesford Valley Health Centre,Station Road","WS12 4DH",2017-07-20,"Families, children and young people",Overall,Inadequate
-,"Dr Manickam Murugan","Dr Manickam Murugan","Hednesford Valley Health Centre,Station Road","WS12 4DH",2017-07-20,"Older people",Overall,Inadequate
-,"Dr Manickam Murugan","Dr Manickam Murugan","Hednesford Valley Health Centre,Station Road","WS12 4DH",2017-07-20,Overall,Effective,Inadequate
-,"Dr Manickam Murugan","Dr Manickam Murugan","Hednesford Valley Health Centre,Station Road","WS12 4DH",2017-07-20,Overall,Overall,Inadequate
-,"Dr Manickam Murugan","Dr Manickam Murugan","Hednesford Valley Health Centre,Station Road","WS12 4DH",2017-07-20,Overall,Safe,Inadequate
-,"Dr Manickam Murugan","Dr Manickam Murugan","Hednesford Valley Health Centre,Station Road","WS12 4DH",2017-07-20,Overall,Well-led,Inadequate
-,"Dr Manickam Murugan","Dr Manickam Murugan","Hednesford Valley Health Centre,Station Road","WS12 4DH",2017-07-20,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr Manickam Murugan","Dr Manickam Murugan","Hednesford Valley Health Centre,Station Road","WS12 4DH",2017-07-20,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr Manickam Murugan","Dr Manickam Murugan","Hednesford Valley Health Centre,Station Road","WS12 4DH",2017-07-20,"People with long term conditions",Overall,Inadequate
-,"Dr Manickam Murugan","Dr Manickam Murugan","Hednesford Valley Health Centre,Station Road","WS12 4DH",2017-07-20,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Mark Stevens","Dr Mark Stevens","Malvern House","NG3 5AQ",2017-10-04,"Families, children and young people",Overall,Inadequate
-,"Dr Mark Stevens","Dr Mark Stevens","Malvern House","NG3 5AQ",2017-10-04,"Older people",Overall,Inadequate
-,"Dr Mark Stevens","Dr Mark Stevens","Malvern House","NG3 5AQ",2017-10-04,Overall,Overall,Inadequate
-,"Dr Mark Stevens","Dr Mark Stevens","Malvern House","NG3 5AQ",2017-10-04,Overall,Safe,Inadequate
-,"Dr Mark Stevens","Dr Mark Stevens","Malvern House","NG3 5AQ",2017-10-04,Overall,Well-led,Inadequate
-,"Dr Mark Stevens","Dr Mark Stevens","Malvern House","NG3 5AQ",2017-10-04,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr Mark Stevens","Dr Mark Stevens","Malvern House","NG3 5AQ",2017-10-04,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr Mark Stevens","Dr Mark Stevens","Malvern House","NG3 5AQ",2017-10-04,"People with long term conditions",Overall,Inadequate
-,"Dr Mark Stevens","Dr Mark Stevens","Malvern House","NG3 5AQ",2017-10-04,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Nader Lewis","Dr Nader Lewis","75 Brunswick Road","W5 1AQ",2017-08-17,"Families, children and young people",Overall,Inadequate
-,"Dr Nader Lewis","Dr Nader Lewis","75 Brunswick Road","W5 1AQ",2017-08-17,"Older people",Overall,Inadequate
-,"Dr Nader Lewis","Dr Nader Lewis","75 Brunswick Road","W5 1AQ",2017-08-17,Overall,Caring,Inadequate
-,"Dr Nader Lewis","Dr Nader Lewis","75 Brunswick Road","W5 1AQ",2017-08-17,Overall,Effective,Inadequate
-,"Dr Nader Lewis","Dr Nader Lewis","75 Brunswick Road","W5 1AQ",2017-08-17,Overall,Overall,Inadequate
-,"Dr Nader Lewis","Dr Nader Lewis","75 Brunswick Road","W5 1AQ",2017-08-17,Overall,Safe,Inadequate
-,"Dr Nader Lewis","Dr Nader Lewis","75 Brunswick Road","W5 1AQ",2017-08-17,Overall,Well-led,Inadequate
-,"Dr Nader Lewis","Dr Nader Lewis","75 Brunswick Road","W5 1AQ",2017-08-17,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr Nader Lewis","Dr Nader Lewis","75 Brunswick Road","W5 1AQ",2017-08-17,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr Nader Lewis","Dr Nader Lewis","75 Brunswick Road","W5 1AQ",2017-08-17,"People with long term conditions",Overall,Inadequate
-,"Dr Nader Lewis","Dr Nader Lewis","75 Brunswick Road","W5 1AQ",2017-08-17,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Nadine Maniani","The Trafalgar Surgery","10 Trafalgar Avenue","SE15 6NR",2017-08-17,"Families, children and young people",Overall,Inadequate
-,"Dr Nadine Maniani","The Trafalgar Surgery","10 Trafalgar Avenue","SE15 6NR",2017-08-17,"Older people",Overall,Inadequate
-,"Dr Nadine Maniani","The Trafalgar Surgery","10 Trafalgar Avenue","SE15 6NR",2017-08-17,Overall,Overall,Inadequate
-,"Dr Nadine Maniani","The Trafalgar Surgery","10 Trafalgar Avenue","SE15 6NR",2017-08-17,Overall,Safe,Inadequate
-,"Dr Nadine Maniani","The Trafalgar Surgery","10 Trafalgar Avenue","SE15 6NR",2017-08-17,Overall,Well-led,Inadequate
-,"Dr Nadine Maniani","The Trafalgar Surgery","10 Trafalgar Avenue","SE15 6NR",2017-08-17,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr Nadine Maniani","The Trafalgar Surgery","10 Trafalgar Avenue","SE15 6NR",2017-08-17,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr Nadine Maniani","The Trafalgar Surgery","10 Trafalgar Avenue","SE15 6NR",2017-08-17,"People with long term conditions",Overall,Inadequate
-,"Dr Nadine Maniani","The Trafalgar Surgery","10 Trafalgar Avenue","SE15 6NR",2017-08-17,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Naz Asghar","Dr Naz Asghar","70a Norwood Road","UB2 4EY",2017-12-14,Overall,Effective,Inadequate
-,"Dr Ndalai Majiyebo Abaniwo","Five Elms Medical Practice","Five Elms Road","RM9 5TT",2017-12-15,Overall,Responsive,Inadequate
-,"Dr Neelani Nackeeran & Mr Pathmanathan Nackeeran","Alexandria's Residential Care Home","147 Wrotham Road","DA11 0QL",2017-07-22,Overall,Effective,Inadequate
-,"Dr Neelani Nackeeran & Mr Pathmanathan Nackeeran","Alexandria's Residential Care Home","147 Wrotham Road","DA11 0QL",2017-07-22,Overall,Overall,Inadequate
-,"Dr Neelani Nackeeran & Mr Pathmanathan Nackeeran","Alexandria's Residential Care Home","147 Wrotham Road","DA11 0QL",2017-07-22,Overall,Safe,Inadequate
-,"Dr Neelani Nackeeran & Mr Pathmanathan Nackeeran","Alexandria's Residential Care Home","147 Wrotham Road","DA11 0QL",2017-07-22,Overall,Well-led,Inadequate
-,"Dr Neil Daniel Lloyd-Jones","Newcastle Medical Centre","Boots The Chemist","NE1 7XR",2017-09-29,"Families, children and young people",Overall,Inadequate
-,"Dr Neil Daniel Lloyd-Jones","Newcastle Medical Centre","Boots The Chemist","NE1 7XR",2017-09-29,"Older people",Overall,Inadequate
-,"Dr Neil Daniel Lloyd-Jones","Newcastle Medical Centre","Boots The Chemist","NE1 7XR",2017-09-29,Overall,Effective,Inadequate
-,"Dr Neil Daniel Lloyd-Jones","Newcastle Medical Centre","Boots The Chemist","NE1 7XR",2017-09-29,Overall,Overall,Inadequate
-,"Dr Neil Daniel Lloyd-Jones","Newcastle Medical Centre","Boots The Chemist","NE1 7XR",2017-09-29,Overall,Well-led,Inadequate
-,"Dr Neil Daniel Lloyd-Jones","Newcastle Medical Centre","Boots The Chemist","NE1 7XR",2017-09-29,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr Neil Daniel Lloyd-Jones","Newcastle Medical Centre","Boots The Chemist","NE1 7XR",2017-09-29,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr Neil Daniel Lloyd-Jones","Newcastle Medical Centre","Boots The Chemist","NE1 7XR",2017-09-29,"People with long term conditions",Overall,Inadequate
-,"Dr Neil Daniel Lloyd-Jones","Newcastle Medical Centre","Boots The Chemist","NE1 7XR",2017-09-29,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Nesar Choudhury","Brookdale Surgery","202 Droylsden Road","M40 1NZ",2017-06-15,"Families, children and young people",Overall,Inadequate
-,"Dr Nesar Choudhury","Brookdale Surgery","202 Droylsden Road","M40 1NZ",2017-06-15,"Older people",Overall,Inadequate
-,"Dr Nesar Choudhury","Brookdale Surgery","202 Droylsden Road","M40 1NZ",2017-06-15,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr Nesar Choudhury","Brookdale Surgery","202 Droylsden Road","M40 1NZ",2017-06-15,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr Nesar Choudhury","Brookdale Surgery","202 Droylsden Road","M40 1NZ",2017-06-15,"People with long term conditions",Overall,Inadequate
-,"Dr Nesar Choudhury","Brookdale Surgery","202 Droylsden Road","M40 1NZ",2017-06-15,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Nesar Choudhury","Brookdale Surgery","202 Droylsden Road","M40 1NZ",2018-01-04,Overall,Caring,Inadequate
-,"Dr Nesar Choudhury","Brookdale Surgery","202 Droylsden Road","M40 1NZ",2018-01-04,Overall,Effective,Inadequate
-,"Dr Nesar Choudhury","Brookdale Surgery","202 Droylsden Road","M40 1NZ",2018-01-04,Overall,Overall,Inadequate
-,"Dr Nesar Choudhury","Brookdale Surgery","202 Droylsden Road","M40 1NZ",2018-01-04,Overall,Responsive,Inadequate
-,"Dr Nesar Choudhury","Brookdale Surgery","202 Droylsden Road","M40 1NZ",2018-01-04,Overall,Safe,Inadequate
-,"Dr Nesar Choudhury","Brookdale Surgery","202 Droylsden Road","M40 1NZ",2018-01-04,Overall,Well-led,Inadequate
-,"Dr PV Gudi and Partner","Dr PV Gudi and Partner","68 Hill Top","B70 0PU",2017-12-04,"Families, children and young people",Overall,Inadequate
-,"Dr PV Gudi and Partner","Dr PV Gudi and Partner","68 Hill Top","B70 0PU",2017-12-04,"Older people",Overall,Inadequate
-,"Dr PV Gudi and Partner","Dr PV Gudi and Partner","68 Hill Top","B70 0PU",2017-12-04,Overall,Effective,Inadequate
-,"Dr PV Gudi and Partner","Dr PV Gudi and Partner","68 Hill Top","B70 0PU",2017-12-04,Overall,Overall,Inadequate
-,"Dr PV Gudi and Partner","Dr PV Gudi and Partner","68 Hill Top","B70 0PU",2017-12-04,Overall,Safe,Inadequate
-,"Dr PV Gudi and Partner","Dr PV Gudi and Partner","68 Hill Top","B70 0PU",2017-12-04,Overall,Well-led,Inadequate
-,"Dr PV Gudi and Partner","Dr PV Gudi and Partner","68 Hill Top","B70 0PU",2017-12-04,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr PV Gudi and Partner","Dr PV Gudi and Partner","68 Hill Top","B70 0PU",2017-12-04,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr PV Gudi and Partner","Dr PV Gudi and Partner","68 Hill Top","B70 0PU",2017-12-04,"People with long term conditions",Overall,Inadequate
-,"Dr PV Gudi and Partner","Dr PV Gudi and Partner","68 Hill Top","B70 0PU",2017-12-04,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Peter Szwedziuk and Doctor Annmarie Keeley","Albion Place Medical Practice","23-29 Albion Place","ME14 5DY",2017-10-24,"Families, children and young people",Overall,Inadequate
-,"Dr Peter Szwedziuk and Doctor Annmarie Keeley","Albion Place Medical Practice","23-29 Albion Place","ME14 5DY",2017-10-24,"Older people",Overall,Inadequate
-,"Dr Peter Szwedziuk and Doctor Annmarie Keeley","Albion Place Medical Practice","23-29 Albion Place","ME14 5DY",2017-10-24,Overall,Overall,Inadequate
-,"Dr Peter Szwedziuk and Doctor Annmarie Keeley","Albion Place Medical Practice","23-29 Albion Place","ME14 5DY",2017-10-24,Overall,Safe,Inadequate
-,"Dr Peter Szwedziuk and Doctor Annmarie Keeley","Albion Place Medical Practice","23-29 Albion Place","ME14 5DY",2017-10-24,Overall,Well-led,Inadequate
-,"Dr Peter Szwedziuk and Doctor Annmarie Keeley","Albion Place Medical Practice","23-29 Albion Place","ME14 5DY",2017-10-24,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr Peter Szwedziuk and Doctor Annmarie Keeley","Albion Place Medical Practice","23-29 Albion Place","ME14 5DY",2017-10-24,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr Peter Szwedziuk and Doctor Annmarie Keeley","Albion Place Medical Practice","23-29 Albion Place","ME14 5DY",2017-10-24,"People with long term conditions",Overall,Inadequate
-,"Dr Peter Szwedziuk and Doctor Annmarie Keeley","Albion Place Medical Practice","23-29 Albion Place","ME14 5DY",2017-10-24,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Ramnath Narayan & Mr Harbhajan Surdhar","Winterbrook Nursing Home","18 Winterbrook","OX10 9EF",2017-08-26,Overall,Overall,Inadequate
-,"Dr Ramnath Narayan & Mr Harbhajan Surdhar","Winterbrook Nursing Home","18 Winterbrook","OX10 9EF",2017-08-26,Overall,Safe,Inadequate
-,"Dr Ramnath Narayan & Mr Harbhajan Surdhar","Winterbrook Nursing Home","18 Winterbrook","OX10 9EF",2017-08-26,Overall,Well-led,Inadequate
-,"Dr SKS Swedan & Partner","Dr SKS Swedan & Partner","Lord Lister Health Centre","E7 0EP",2017-05-11,"Families, children and young people",Overall,Inadequate
-,"Dr SKS Swedan & Partner","Dr SKS Swedan & Partner","Lord Lister Health Centre","E7 0EP",2017-05-11,"Older people",Overall,Inadequate
-,"Dr SKS Swedan & Partner","Dr SKS Swedan & Partner","Lord Lister Health Centre","E7 0EP",2017-05-11,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr SKS Swedan & Partner","Dr SKS Swedan & Partner","Lord Lister Health Centre","E7 0EP",2017-05-11,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr SKS Swedan & Partner","Dr SKS Swedan & Partner","Lord Lister Health Centre","E7 0EP",2017-05-11,"People with long term conditions",Overall,Inadequate
-,"Dr SKS Swedan & Partner","Dr SKS Swedan & Partner","Lord Lister Health Centre","E7 0EP",2017-05-11,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dr Safderali Lalji Datoo","Dr Safderali Lalji Datoo","278 Watford Way","NW4 4UR",2017-10-13,"Families, children and young people",Overall,Inadequate
-,"Dr Safderali Lalji Datoo","Dr Safderali Lalji Datoo","278 Watford Way","NW4 4UR",2017-10-13,"Older people",Overall,Inadequate
-,"Dr Safderali Lalji Datoo","Dr Safderali Lalji Datoo","278 Watford Way","NW4 4UR",2017-10-13,Overall,Effective,Inadequate
-,"Dr Safderali Lalji Datoo","Dr Safderali Lalji Datoo","278 Watford Way","NW4 4UR",2017-10-13,Overall,Overall,Inadequate
-,"Dr Safderali Lalji Datoo","Dr Safderali Lalji Datoo","278 Watford Way","NW4 4UR",2017-10-13,Overall,Safe,Inadequate
-,"Dr Safderali Lalji Datoo","Dr Safderali Lalji Datoo","278 Watford Way","NW4 4UR",2017-10-13,Overall,Well-led,Inadequate
-,"Dr Safderali Lalji Datoo","Dr Safderali Lalji Datoo","278 Watford Way","NW4 4UR",2017-10-13,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Dr Safderali Lalji Datoo","Dr Safderali Lalji Datoo","278 Watford Way","NW4 4UR",2017-10-13,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Dr Safderali Lalji Datoo","Dr Safderali Lalji Datoo","278 Watford Way","NW4 4UR",2017-10-13,"People with long term conditions",Overall,Inadequate
